last_name, first_name,player_id,year,player_age,ab,hit,single,double,triple,home_run,batting_avg,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,hard_hit_percent,avg_best_speed
Travis, Devon,581527,2018,27,357,83,55,14,3,11,0.232,88.4,7.8,31.4,5.1,5.1,28,18.8,38.6,37.8,99.32294076
Hechavarria, Adeiny,588751,2018,29,296,73,56,11,0,6,0.247,87.2,13.6,34.8,2.4,6.1,26.3,29.1,32.4,33.6,96.94877705
Austin, Tyler,592122,2018,26,244,56,29,10,0,17,0.23,89,15.1,37.5,15.8,5.9,19.1,23.7,31.6,44.1,102.4715983
Bryant, Kris,592178,2018,26,389,106,62,28,3,13,0.272,85.8,17.8,37.9,9.1,5.3,26.7,30.2,23.5,33.5,97.74956254
Canha, Mark,592192,2018,29,365,91,52,22,0,17,0.249,87,15.5,36.6,9,5.4,23.3,28.7,30.1,34.8,98.08668079
Castellanos, Nick,592206,2018,26,620,185,111,46,5,23,0.298,89.6,15.2,45.3,11.2,7.8,29.9,23.9,23.9,40.7,99.33478754
DeShields, Delino,592261,2018,25,334,72,55,14,1,2,0.216,84.3,7.9,27.7,1.1,3,18.2,25.4,38.6,14,93.41087302
Gamel, Ben,592325,2018,26,257,70,51,14,4,1,0.272,88.7,7.2,36,3,3.6,32,20.3,39.6,33.5,98.1532598
Goodrum, Niko,592348,2018,26,444,109,61,29,3,16,0.245,88,11.1,37.6,8,7.6,22,22.6,36.6,35.4,98.32724359
Healy, Ryon,592387,2018,26,493,116,77,15,0,24,0.235,89.6,12.3,32.2,7.1,6.5,26.7,23.6,34.3,41.6,100.3622155
Jones, JaCoby,592444,2018,26,429,89,50,22,6,11,0.207,88.8,12.7,35.5,5.9,8.3,25.2,21,34.8,35.5,99.80291514
Judge, Aaron,592450,2018,26,413,115,66,22,0,27,0.278,94.7,12.4,35.7,16.2,7.5,28.9,19.9,25.2,54.1,106.7785399
Machado, Manny,592518,2018,25,632,188,113,35,3,37,0.297,91.6,14.4,33.8,11.3,7.7,21.6,27.8,29.8,48.2,102.9265478
Moran, Colin,592567,2018,25,415,115,84,19,1,11,0.277,88.2,10.7,38.2,5.3,7.1,29.1,21.5,35.3,35.9,97.68819635
Pederson, Joc,592626,2018,26,395,98,43,27,3,25,0.248,91.5,15.8,29.9,8.3,10.2,18.2,30.6,29.6,40.6,101.3107488
Realmuto, J.T.,592663,2018,27,477,132,78,30,3,21,0.277,88.9,14.5,39.8,9,5.6,25.2,24.9,31.6,41.2,99.59281111
Renfroe, Hunter,592669,2018,26,403,100,50,23,1,26,0.248,89.9,18.4,28.8,12.4,5,21.4,30.4,26.4,43.6,101.8462002
Rosario, Eddie,592696,2018,26,559,161,104,31,2,24,0.288,87.7,17.8,32.5,8.3,5.9,21.8,31.4,26.4,34.2,97.54474487
Simmons, Andrelton,592743,2018,28,554,162,120,26,5,11,0.292,88.2,7.8,28.3,4.1,4.1,26,22.3,40.3,36.3,98.34994965
Yelich, Christian,592885,2018,26,574,187,110,34,7,36,0.326,92.6,5,36.7,12.9,7.9,24,10.2,42.2,50.8,103.6012659
Merrifield, Whit,593160,2018,29,632,192,134,43,3,12,0.304,87,16.9,40.9,4.6,6.8,30.6,26.2,27.9,31.2,96.66095251
Bogaerts, Xander,593428,2018,25,513,148,77,45,3,23,0.288,90.6,12.6,32.9,9.8,6.5,22.8,24.9,32.9,41.8,101.1008155
Bonifacio, Jorge,593528,2018,25,236,53,31,16,2,4,0.225,85.9,19.3,39.9,7.7,5.4,25.6,31.5,25.6,28.7,96.44156735
Hanson, Alen,593700,2018,25,294,74,44,17,5,8,0.252,84.1,13.8,32.3,3.9,3.9,19.7,30.1,34.9,21.9,94.15870874
Polanco, Jorge,593871,2018,24,302,87,60,18,3,6,0.288,85.8,17.8,37.7,3.7,5.7,27,29.9,26.6,28.3,96.1955394
Sano, Miguel,593934,2018,25,266,53,26,14,0,13,0.199,90.3,12.6,24.8,11.1,8.5,13.7,25.5,31.4,44.8,102.1265473
Herrera, Rosell,594011,2018,25,278,65,47,14,3,1,0.234,87.3,2.4,32.6,2.2,2.7,24.6,20.1,46.4,32.6,97.06653839
Difo, Wilmer,594694,2018,26,408,94,66,14,7,7,0.23,83.1,12.8,34.5,2.4,3,25.2,28.5,34.2,19,92.93655259
Calhoun, Kole,594777,2018,30,491,102,63,18,2,19,0.208,90.4,12.1,34.3,9.3,8.2,25.5,23.4,31.3,43.1,99.92902731
Duvall, Adam,594807,2018,29,384,75,40,20,0,15,0.195,89,22.6,31,10.4,8.2,20.1,35.4,21.6,41.6,100.2466519
Eaton, Adam,594809,2018,29,319,96,72,18,1,5,0.301,87.7,9,33.9,3.1,2.7,31.5,21,35.4,30.4,97.65526919
Gattis, Evan,594828,2018,31,407,92,50,17,0,25,0.226,87.6,17.8,31.2,7.6,7.3,19.4,33.1,29,34.4,98.30917248
Palka, Daniel,594953,2018,26,417,100,55,15,3,27,0.24,92.3,11.6,28,14.4,6.1,18.6,22.3,35.6,49,105.4145939
Schebler, Scott,594988,2018,27,380,97,61,19,0,17,0.255,90.2,8.7,32.9,10.6,4.9,25.1,19.1,38.2,42.8,101.094407
Kiermaier, Kevin,595281,2018,28,332,72,44,12,9,7,0.217,86,7.5,26.1,4.5,2.9,21.6,23.3,38,29,97.56718908
Riddle, JT,595375,2018,26,308,71,48,10,4,9,0.231,87.6,7.9,34.3,5.3,2,25.3,23.3,40.4,29,96.52532488
Alfaro, Jorge,595751,2018,25,344,90,62,16,2,10,0.262,91.7,8.4,35.3,10.6,6.3,27.5,19.3,33.3,44.2,103.8534017
Profar, Jurickson,595777,2018,25,524,133,72,35,6,20,0.254,87.3,12.4,33.6,5,4.3,25,26.6,35.2,31.8,97.44389255
Baez, Javier,595879,2018,25,606,176,93,40,9,34,0.29,90.6,9.6,33.1,12.6,6.1,21.4,18.2,36.3,43.3,101.9609753
Bird, Greg,595885,2018,25,272,54,26,16,1,11,0.199,87.9,19.6,33.8,10.6,8.1,17.2,33.3,27.8,33.3,97.91179845
Cave, Jake,595909,2018,25,283,75,44,16,2,13,0.265,89.2,10.5,41.4,14.5,6.5,26.9,13.4,34.9,38.2,100.0022137
Hedges, Austin,595978,2018,25,303,70,40,14,2,14,0.231,85.6,16.1,30.8,6.5,6.5,22.9,32.2,23.8,29.9,97.33883206
Lindor, Francisco,596019,2018,24,661,183,101,42,2,38,0.277,90.6,14.7,34.3,9.3,8.4,21.1,26.3,31.1,41,100.7654689
Odor, Rougned,596059,2018,24,474,120,77,23,2,18,0.253,90.7,13.9,30.5,7.1,7.3,22,26.3,30.5,38.7,100.9165531
Story, Trevor,596115,2018,25,598,174,89,42,6,37,0.291,91,15.9,38.2,12.7,7.6,23.5,28.8,24.4,46.2,102.3956322
Sanchez, Gary,596142,2018,25,323,60,25,17,0,18,0.186,90.3,14.2,29.4,13.9,6.9,15.6,26.8,34.2,41.6,102.6284914
Kepler, Max,596146,2018,25,532,119,65,30,4,20,0.224,89.5,16.3,30.1,6.6,7.5,18,33.7,29.6,38.2,99.90947389
Franco, Maikel,596748,2018,25,433,117,77,17,1,22,0.27,88,9.5,29.4,6.4,4,23,21.9,41.7,34.1,99.24743027
Bradley Jr., Jackie,598265,2018,28,474,111,61,33,4,13,0.234,92.2,12.3,35.2,10.3,8.2,24.6,22.3,32.8,50.1,101.981686
Nunez, Renato,600524,2018,24,236,61,39,14,0,8,0.258,89,15.7,28.4,8.5,4,18.8,33,33,36.4,99.98553875
Candelario, Jeimer,600869,2018,24,539,121,71,28,3,19,0.224,87.1,15.3,32,6,4.2,22.4,30.5,32.6,33.6,98.29185578
Ahmed, Nick,605113,2018,28,516,121,67,33,5,16,0.234,86.9,11.9,36.3,5.1,5.8,24.9,27.4,31.7,30,96.62465863
Anderson, Brian,605119,2018,25,590,161,112,34,4,11,0.273,90.2,8.7,29.2,5.8,6,27,19.2,39.3,42.4,100.7264377
Bell, Josh,605137,2018,25,501,131,84,31,4,12,0.261,90.2,9.4,29.6,7,6,22.4,23.4,37.6,39.3,100.9578184
Betts, Mookie,605141,2018,25,520,180,96,47,5,32,0.346,92.2,18.5,39.4,14.1,8.1,26.3,27.6,21.4,50.6,101.3835219
Panik, Joe,605412,2018,27,358,91,72,14,1,4,0.254,86.6,9.9,32.4,2.7,3.9,27.6,24.9,38.7,29.7,96.13216072
Smith, Mallex,605480,2018,25,480,142,103,27,10,2,0.296,85.8,3.7,32.2,1.5,3.6,27.6,19.9,40.9,23,94.83975647
Spangenberg, Cory,605486,2018,27,298,70,50,9,4,7,0.235,88.4,8.2,34.5,5.7,6.7,26.3,17,37.1,38.3,98.8848537
Arcia, Orlando,606115,2018,23,348,82,63,16,0,3,0.236,86.3,4,24.3,2.3,3,26.2,19.4,43.7,28.6,96.86927566
Hernandez, Teoscar,606192,2018,25,476,114,56,29,7,22,0.239,91.9,16.9,35.1,15.5,8.9,17.7,28.2,26.9,46.2,102.5146063
Peraza, Jose,606299,2018,24,632,182,133,31,4,14,0.288,85.8,15,38.2,2.5,3.3,24.7,32.8,30.4,23.6,95.18880011
